federal_state,administrative_district,district,verb,municipality,city,postal_code,area_m2,total_population,male_population,female_population,population_density_km2,municipality_type,rental_level,average_price_m2,price_index_housing_costs,longitude,latitude,Population_Difference,male_to_female_ratio
8,1,28,64,64,Külsheim,97900,81.43,5321,2725,2596,65,0.0,2.0,1685.0,109.5,9.517596,49.670835,129,1.0496918335901386
16,0,74,5015,11,Dornburg-Camburg,7774,30.77,5307,2580,2727,172,0.0,2.0,1311.1314266551562,110.9,11.71095,51.05398,-147,0.9460946094609461
7,3,36,5009,102,Waldmohr,66914,13.03,5302,2573,2729,407,0.0,2.0,2508.6597033712096,109.8,7.332884,49.387069,-156,0.9428362037376329
13,0,71,5161,21,Burg Stargard,17094,76.61,5289,2585,2704,69,0.0,2.0,1506.0,111.0,13.310132,53.495316,-119,0.955991124260355
7,1,35,5001,20,Cochem,56812,21.18,5288,2663,2625,250,0.0,2.0,2286.9097033712096,109.8,7.16384,50.144672,38,1.0144761904761905
9,3,76,5343,153,Pfreimd,92536,51.48,5286,2603,2683,103,0.0,2.0,1742.5,110.5,12.181982,49.494048,-80,0.9701826313827805
8,1,26,5004,28,Forchtenberg,74670,38.09,5285,2727,2558,139,0.0,2.0,2447.8946879301366,109.5,9.562246,49.287249,169,1.0660672400312745
16,0,63,5057,66,Ruhla,99842,38.55,5273,2593,2680,137,0.0,2.0,1271.5,110.9,10.365621,50.892673,-87,0.9675373134328358
9,4,72,179,179,Pottenstein,91278,73.29,5263,2676,2587,72,0.0,2.0,2354.528072733723,110.5,11.408159,49.770946,89,1.0344027831465017
13,0,71,5163,4,Altentreptow,17087,53.07,5263,2610,2653,99,0.0,2.0,1285.7197651355164,111.0,13.250181,53.692774,-43,0.9837919336600075
8,2,25,5009,1,Adelsheim,74740,43.84,5255,2803,2452,120,0.0,2.0,1743.5,109.5,9.391601,49.401957,351,1.1431484502446982
9,5,76,147,147,Spalt,91174,55.67,5204,2623,2581,93,0.0,2.0,2353.778072733723,110.5,10.92494,49.176045,42,1.0162727624951569
3,4,54,5402,12,Freren,49832,48.97,5196,2614,2582,106,0.0,2.0,1484.0,110.0,7.570871,52.508973,32,1.0123934934159566
14,7,29,220,220,Kitzscher,4567,29.04,5182,2530,2652,178,0.0,2.0,1219.7263957730029,110.3,12.554765,51.160292,-122,0.9539969834087482
3,4,57,2,2,Borkum,26757,30.98,5171,2473,2698,167,0.0,2.0,6666.5,110.0,6.664597,53.588001,-225,0.9166048925129726
12,0,62,5031,500,Uebigau-Wahrenbrück,4938,135.61,5159,2614,2545,38,0.0,2.0,1411.704749694436,110.7,13.299497,51.59403,69,1.0271119842829077
15,0,85,110,110,Falkenstein/Harz,6463,102.97,5120,2593,2527,50,0.0,2.0,1454.704749694436,110.7,11.343918,51.732029,66,1.0261179263949347
9,6,74,5612,149,Hofheim i.UFr.,97461,56.34,5116,2525,2591,91,0.0,2.0,2268.153072733723,110.5,10.522104,50.137398,-66,0.974527209571594
6,6,33,18,18,Naumburg,34311,66.32,5111,2515,2596,77,0.0,2.0,1201.0,109.8,9.164889,51.247294,-81,0.9687981510015409
3,3,54,5406,9,Hitzacker (Elbe),29456,58.67,5107,2393,2714,87,0.0,2.0,1816.5863803319298,110.0,11.0472,53.151971,-321,0.8817243920412675
9,3,77,116,116,Erbendorf,92681,67.56,5098,2529,2569,75,0.0,2.0,1782.0,110.5,12.048098,49.838063,-40,0.9844297391981316
13,0,71,5159,124,Röbel/Müritz,17207,30.68,5075,2431,2644,165,0.0,2.0,1434.9697651355164,111.0,12.579987,53.359038,-213,0.9194402420574886
16,0,76,61,61,Ronneburg,7580,19.13,5071,2517,2554,265,0.0,2.0,1174.5,110.9,12.184789,50.863458,-37,0.985512920908379
13,0,72,5261,95,Schwaan,18258,38.28,5070,2453,2617,132,0.0,2.0,1398.3447651355164,111.0,12.104643,53.976706,-164,0.9373328238440963
9,4,79,112,112,Arzberg,95659,43.19,5062,2518,2544,117,0.0,2.0,2480.028072733723,110.5,12.185347,50.057171,-26,0.9897798742138365
7,1,38,5007,73,Unkel,53572,8.16,5038,2401,2637,617,0.0,2.0,2725.5,109.8,7.251595,50.602142,-236,0.9105043610163064
9,4,72,5416,127,Creußen,95473,64.87,5027,2512,2515,77,0.0,2.0,2290.528072733723,110.5,11.624642,49.8444,-3,0.9988071570576541
9,3,75,5336,210,Wörth a.d.Donau,93086,52.24,5014,2549,2465,96,0.0,2.0,2397.153072733723,110.5,12.407619,49.000593,84,1.0340770791075051
16,0,63,82,82,Vacha,36404,44.41,5006,2490,2516,113,0.0,2.0,1289.0,110.9,10.023924,50.822993,-26,0.9896661367249603
9,3,76,151,151,Oberviechtach,92526,62.42,4994,2503,2491,80,0.0,2.0,2442.153072733723,110.5,12.418782,49.460918,12,1.004817342432758
5,7,62,24,24,Marienmünster,37696,64.36,4970,2504,2466,77,0.0,3.0,1469.5,110.4,9.229516,51.81928,38,1.0154095701540957
6,5,34,1,1,Amöneburg,35287,43.9,4963,2461,2502,113,0.0,2.0,1840.1597033712096,109.8,8.924741,50.796985,-41,0.9836131095123901
14,5,21,640,640,Thum,9419,18.9,4956,2427,2529,262,0.0,2.0,1039.5,110.3,12.951245,50.670506,-102,0.9596678529062871
9,3,74,168,168,Windischeschenbach,92670,36.37,4953,2470,2483,136,0.0,2.0,2510.028072733723,110.5,12.155614,49.803405,-13,0.9947643979057592
8,3,36,87,87,Todtnau,79674,69.75,4952,2462,2490,71,0.0,2.0,2324.0,109.5,7.947591,47.82939,-28,0.9887550200803212
7,1,40,5009,36,Emmelshausen,56281,8.05,4948,2405,2543,615,0.0,2.0,2655.5347033712096,109.8,7.588973,50.148471,-138,0.9457333857648447
9,4,72,5412,154,Hollfeld,96142,80.66,4947,2448,2499,61,0.0,2.0,1356.5,110.5,11.290753,49.937051,-51,0.9795918367346939
8,1,28,82,82,Niederstetten,97996,104.05,4941,2540,2401,47,0.0,2.0,2697.1446879301366,109.5,9.917243,49.401781,139,1.0578925447730112
7,3,32,5002,19,Freinsheim,67251,13.59,4939,2376,2563,363,0.0,2.0,2776.5,109.8,8.21286,49.507066,-187,0.927038626609442
8,3,17,5008,98,Oppenau,77728,72.98,4936,2455,2481,68,0.0,2.0,2293.0196879301366,109.5,8.165057,48.474717,-26,0.9895203546956872
1,0,54,138,138,Tönning,25832,44.43,4895,2405,2490,110,0.0,2.0,2519.0,109.4,8.941868,54.31662,-85,0.9658634538152611
12,0,72,5204,53,Dahme/Mark,15936,162.57,4868,2382,2486,30,0.0,2.0,1328.579749694436,110.7,13.428214,51.869415,-104,0.9581657280772325
6,6,33,25,25,Trendelburg,34388,69.37,4867,2420,2447,70,0.0,2.0,885.0,109.8,9.430291,51.575491,-27,0.9889660809154066
9,6,75,5616,139,Iphofen,97346,78.06,4859,2408,2451,62,0.0,2.0,2224.653072733723,110.5,10.259423,49.70383,-43,0.9824561403508771
9,5,75,5518,161,Scheinfeld,91443,45.12,4846,2461,2385,107,0.0,2.0,1861.5,110.5,10.462384,49.665093,76,1.0318658280922433
14,6,26,5232,450,Reichenbach/O.L.,2894,62.64,4844,2392,2452,77,0.0,2.0,1142.1013957730029,110.3,14.799946,51.141076,-60,0.9755301794453507
8,3,35,80,80,Tengen,78250,62.03,4840,2418,2422,78,0.0,2.0,2936.0,109.5,8.661028,47.821272,-4,0.9983484723369116
13,0,72,58,58,Kröpelin,18236,67.55,4829,2425,2404,71,0.0,2.0,1388.4697651355164,111.0,11.796062,54.071022,21,1.0087354409317804
8,1,35,5003,27,Niederstotzingen,89168,29.81,4828,2409,2419,162,0.0,2.0,2695.5196879301366,109.5,10.234998,48.541085,-10,0.9958660603555188
8,1,36,5004,38,Lauchheim,73466,40.86,4827,2445,2382,118,0.0,2.0,2760.5,109.5,10.245244,48.871764,63,1.026448362720403
14,6,25,630,630,Wilthen,2681,17.04,4827,2267,2560,283,0.0,2.0,1539.9763957730029,110.3,14.428566,51.092621,-293,0.885546875
16,0,63,5056,32,Geisa,36419,71.94,4823,2407,2416,67,0.0,2.0,2124.5,110.9,9.951776,50.755501,-9,0.9962748344370861
14,6,27,130,130,Lommatzsch,1623,66.63,4805,2343,2462,72,0.0,2.0,1050.7263957730029,110.3,13.30862,51.196631,-119,0.9516653127538587
9,6,73,117,117,Bischofsheim i.d.Rhön,97653,67.7,4799,2372,2427,71,0.0,2.0,2320.278072733723,110.5,10.008969,50.400975,-55,0.9773382777091059
6,4,32,9,9,Groß-Bieberau,64401,18.27,4782,2376,2406,262,0.0,2.0,2332.1597033712096,109.8,8.827307,49.801184,-30,0.9875311720698254
9,6,76,169,169,Wörth a.Main,63939,15.88,4779,2348,2431,301,0.0,2.0,2250.028072733723,110.5,9.156411,49.797293,-83,0.9658576717400247
13,0,76,5668,25,Crivitz,19089,75.85,4778,2261,2517,63,0.0,2.0,1455.5,111.0,11.695487,53.59356,-256,0.8982916170043703
9,4,78,176,176,Weismain,96260,90.14,4774,2425,2349,53,0.0,2.0,2416.028072733723,110.5,11.239386,50.084884,76,1.0323541932737335
15,0,90,5053,520,Seehausen (Altmark),39615,107.04,4773,2344,2429,45,0.0,2.0,1970.704749694436,110.7,11.982379,52.860907,-85,0.9650061753808151
8,3,26,5003,60,Triberg im Schwarzwald,78098,33.33,4767,2390,2377,143,0.0,2.0,1726.0,109.5,8.231158,48.128904,13,1.005469078670593
13,0,75,5552,31,Eggesin,17367,88.22,4748,2308,2440,54,0.0,2.0,1259.9697651355164,111.0,14.081578,53.68022,-132,0.9459016393442623
14,5,23,310,310,Pausa-Mühltroff,7952,64.13,4745,2342,2403,74,0.0,2.0,1230.2263957730029,110.3,11.997007,50.580559,-61,0.974615064502705
8,4,17,5006,57,Schömberg,72355,23.25,4741,2428,2313,204,0.0,2.0,2310.0,109.5,8.758829,48.211609,115,1.0497189796800692
14,5,23,10,10,Adorf/Vogtl.,8626,42.97,4729,2301,2428,110,0.0,2.0,1131.7263957730029,110.3,12.256069,50.320622,-127,0.9476935749588138
13,0,76,88,88,Lübtheen,19249,120.16,4715,2528,2187,39,0.0,2.0,1484.0,111.0,11.08294,53.30062,341,1.1559213534522177
13,0,74,5459,74,Schönberg,23923,52.19,4711,2327,2384,90,0.0,2.0,1404.3447651355164,111.0,10.811091,53.831497,-57,0.9760906040268457
12,0,67,5708,336,Müllrose,15299,69.23,4705,2244,2461,68,0.0,2.0,1929.5,110.7,14.394097,52.157661,-217,0.9118244616009752
13,0,73,55,55,Marlow,18337,140.52,4694,2412,2282,33,0.0,2.0,1297.9697651355164,111.0,12.570959,54.154202,130,1.0569675723049956
7,1,41,5010,91,Nassau,56377,17.55,4688,2331,2357,267,0.0,2.0,2380.7847033712096,109.8,7.767544,50.30832,-26,0.9889690284259652
6,5,35,8,8,Herbstein,36358,79.98,4685,2394,2291,59,0.0,2.0,1161.0,109.8,9.348731,50.562502,103,1.044958533391532
16,0,62,5053,64,Heringen/Helme,99765,66.91,4659,2375,2284,70,0.0,2.0,2109.2564266551562,110.9,10.939387,51.462524,91,1.0398423817863398
9,5,76,126,126,Heideck,91180,58.64,4659,2352,2307,79,0.0,2.0,2328.778072733723,110.5,11.126163,49.132203,45,1.0195058517555267
8,1,27,5005,89,Vellberg,74541,31.89,4654,2342,2312,146,0.0,2.0,2401.0,109.5,9.880771,49.086487,30,1.0129757785467128
14,6,25,5218,270,Königsbrück,1936,78.48,4651,2273,2378,59,0.0,2.0,1002.3513957730029,110.3,13.956211,51.330628,-105,0.9558452481076535
8,1,26,5002,45,Krautheim,74238,52.9,4650,2459,2191,88,0.0,2.0,1865.5,109.5,9.634435,49.384904,268,1.1223185759926975
8,4,26,5001,13,Bad Buchau,88422,23.75,4636,2359,2277,195,0.0,2.0,2519.6446879301366,109.5,9.621543,48.102679,82,1.0360122968818621
16,0,63,5006,104,Amt Creuzburg,99831,69.73,4628,2357,2271,66,0.0,2.0,1149.0,110.9,10.242324,51.051684,86,1.0378687802730076
15,0,84,5053,135,Freyburg (Unstrut),6632,46.56,4596,2239,2357,99,0.0,2.0,1470.204749694436,110.7,11.732025,51.204907,-118,0.9499363597793806
8,1,28,20,20,Creglingen,97993,117.23,4595,2360,2235,39,0.0,2.0,1901.5,109.5,10.032709,49.470427,125,1.0559284116331096
6,6,31,23,23,Tann (Rhön),36142,60.45,4565,2342,2223,76,0.0,2.0,1745.1597033712096,109.8,10.023386,50.643742,119,1.0535312640575798
7,3,32,5006,46,Wachenheim an der Weinstraße,67157,24.97,4561,2207,2354,183,0.0,2.0,2253.0347033712096,109.8,8.180798,49.439981,-147,0.937553101104503
7,1,34,5001,5,Baumholder,55774,69.19,4560,2177,2383,66,0.0,2.0,1169.0,109.8,7.336809,49.615797,-206,0.9135543432647922
8,1,27,5004,32,Gerabronn,74582,40.38,4546,2271,2275,113,0.0,2.0,2440.3946879301366,109.5,9.922672,49.251834,-4,0.9982417582417582
14,5,21,160,160,Ehrenfriedersdorf,9427,15.89,4541,2191,2350,286,0.0,2.0,1288.0,110.3,12.969994,50.646799,-159,0.9323404255319149
5,9,58,20,20,Hallenberg,59969,65.35,4537,2335,2202,69,0.0,3.0,1781.8071583030323,110.4,8.621165,51.111987,133,1.0603996366939146
7,3,40,5001,4,Dahn,66994,40.76,4532,2228,2304,111,0.0,2.0,1872.5,109.8,7.778207,49.151331,-76,0.9670138888888888
13,0,73,70,70,Putbus,18581,66.69,4531,2202,2329,68,0.0,2.0,1410.5947651355164,111.0,13.47642,54.35431,-127,0.9454701588664663
9,4,72,116,116,Bad Berneck i.Fichtelgebirge,95460,38.26,4510,2266,2244,118,0.0,2.0,2437.403072733723,110.5,11.667129,50.043667,22,1.0098039215686274
14,5,22,20,20,Augustusburg,9573,23.38,4495,2198,2297,192,0.0,2.0,1198.5,110.3,13.10168,50.810614,-99,0.95690030474532
6,5,34,17,17,Rauschenberg,35282,67.32,4488,2224,2264,67,0.0,2.0,1790.4097033712096,109.8,8.914798,50.883471,-40,0.9823321554770318
14,5,24,90,90,Hartenstein,8118,36.7,4486,2193,2293,122,0.0,2.0,1189.2263957730029,110.3,12.671366,50.661865,-100,0.9563890100305277
12,0,65,193,193,Liebenwalde,16559,142.14,4481,2252,2229,32,0.0,2.0,2113.5,110.7,13.393076,52.871681,23,1.0103185284881113
8,1,27,5008,46,Kirchberg an der Jagst,74592,40.93,4456,2400,2056,109,0.0,2.0,2427.5196879301366,109.5,9.981388,49.20226,344,1.1673151750972763
13,0,75,130,130,Strasburg (Uckermark),17335,87.48,4451,2173,2278,51,0.0,2.0,1409.2197651355164,111.0,13.744259,53.506373,-105,0.9539069359086918
8,2,26,5007,80,Schönau,69250,22.49,4449,2223,2226,198,0.0,2.0,2345.5,109.5,8.808894,49.435936,-3,0.9986522911051213
7,1,43,5006,286,Rennerod,56477,18.14,4448,2242,2206,245,0.0,2.0,2478.4097033712096,109.8,8.076546,50.657462,36,1.016319129646419
14,6,28,300,300,Rabenau,1734,30.73,4448,2228,2220,145,0.0,2.0,1650.0,110.3,13.642121,50.965305,8,1.0036036036036036
12,0,71,5107,304,Peitz/Picnjo,3185,13.49,4427,2121,2306,328,0.0,2.0,1704.954749694436,110.7,14.323575,51.890673,-185,0.9197745013009541
9,4,75,169,169,Schwarzenbach a.Wald,95131,36.7,4417,2145,2272,120,0.0,2.0,2491.528072733723,110.5,11.624044,50.284917,-127,0.9441021126760564
7,1,41,5007,92,Nastätten,56355,13.05,4409,2140,2269,338,0.0,2.0,2128.0,109.8,7.869656,50.233054,-129,0.9431467606875276
9,3,74,5327,117,Eschenbach i.d.OPf.,92676,35.13,4399,2134,2265,125,0.0,2.0,2385.653072733723,110.5,11.834496,49.753093,-131,0.9421633554083885
14,6,26,5235,480,Rothenburg/O.L.,2929,72.41,4389,2213,2176,61,0.0,2.0,1132.7263957730029,110.3,14.966788,51.33588,37,1.0170036764705883
1,0,54,5488,164,Wyk auf Föhr,25938,8.08,4380,2046,2334,542,0.0,2.0,2757.306349449769,109.4,8.511244,54.708245,-288,0.8766066838046273
3,1,59,5401,9,Dransfeld,37127,28.91,4378,2132,2246,151,0.0,2.0,2010.5,110.0,9.677991,51.484852,-114,0.9492430988423864
13,0,71,27,27,Dargun,17159,118.01,4371,2140,2231,37,0.0,2.0,1290.2197651355164,111.0,12.853692,53.898212,-91,0.9592111160914388
1,0,61,113,113,Wilster,25554,2.71,4369,2152,2217,1612,0.0,2.0,3782.931349449769,109.4,9.374577,53.922543,-65,0.970681100586378
5,3,58,12,12,Heimbach,52396,64.96,4365,2177,2188,67,0.0,3.0,1983.0,110.4,6.480769,50.633398,-11,0.9949725776965265
12,0,72,14,14,Baruth/Mark,15837,233.83,4318,2232,2086,18,0.0,2.0,2163.5,110.7,13.504113,52.049327,146,1.0699904122722914
16,0,67,65,65,Tambach-Dietharz/Thür. Wald,99897,41.64,4318,2174,2144,104,0.0,2.0,2287.8814266551562,110.9,10.608225,50.792126,30,1.0139925373134329
9,4,74,5427,132,Gräfenberg,91322,37.83,4294,2174,2120,114,0.0,2.0,2313.528072733723,110.5,11.248666,49.646221,54,1.0254716981132075
9,3,74,5324,149,Pressath,92690,66.34,4289,2130,2159,65,0.0,2.0,1606.5,110.5,11.935175,49.769201,-29,0.9865678554886521
8,3,17,51,51,Hornberg,78132,54.45,4271,2142,2129,78,0.0,2.0,2384.7696879301366,109.5,8.229573,48.212461,13,1.0061061531235322
9,4,72,139,139,Gefrees,95482,50.32,4264,2037,2227,85,0.0,2.0,1573.0,110.5,11.73828,50.094949,-190,0.914683430624158
13,0,75,5558,82,Loitz,17121,89.91,4262,2111,2151,47,0.0,2.0,1273.2197651355164,111.0,13.271276,53.991357,-40,0.9814039981403998
9,3,71,150,150,Schnaittenbach,92253,63.41,4260,2156,2104,67,0.0,2.0,2392.903072733723,110.5,12.003698,49.547992,52,1.0247148288973384
7,1,40,5008,125,Rheinböllen,55494,16.36,4249,2112,2137,260,0.0,2.0,1940.5,109.8,7.605169,50.021632,-25,0.988301357042583
9,4,75,171,171,Selbitz,95152,27.75,4249,2031,2218,153,0.0,2.0,2531.403072733723,110.5,11.7481,50.31501,-187,0.9156898106402164
6,6,36,12,12,Waldkappel,37284,96.53,4231,2115,2116,44,0.0,2.0,1733.5347033712096,109.8,9.874129,51.143533,-1,0.9995274102079396
8,2,26,5009,55,Neckarbischofsheim,74924,26.41,4230,2152,2078,160,0.0,2.0,2236.5,109.5,8.960914,49.294478,74,1.0356111645813282
6,6,36,13,13,Wanfried,37281,46.88,4227,2074,2153,90,0.0,2.0,1817.5347033712096,109.8,10.170055,51.183286,-79,0.9633070134695774
7,1,32,5003,18,Daaden,57567,19.58,4225,2069,2156,216,0.0,2.0,1339.5,109.8,7.967583,50.739178,-87,0.9596474953617811
9,3,77,157,157,Waldershof,95679,60.37,4212,2063,2149,70,0.0,2.0,2483.778072733723,110.5,12.063474,49.977751,-86,0.9599813866914844
12,0,69,5904,76,Brück,14822,86.19,4209,2121,2088,49,0.0,2.0,2370.5,110.7,12.857467,52.225651,33,1.0158045977011494
13,0,71,5164,164,Woldegk,17348,164.17,4196,2073,2123,26,0.0,2.0,1223.9697651355164,111.0,13.58319,53.459087,-50,0.976448422044277
14,7,30,60,60,Dahlen,4774,71.87,4171,2033,2138,58,0.0,2.0,1011.5,110.3,12.996492,51.366843,-105,0.95088868101029
7,3,32,5005,32,Lambrecht (Pfalz),67466,8.32,4170,2030,2140,501,0.0,2.0,2533.9097033712096,109.8,8.070859,49.372252,-110,0.9485981308411215
8,3,37,5006,97,St. Blasien,79837,54.41,4169,2038,2131,77,0.0,2.0,2162.0,109.5,8.16842,47.754099,-93,0.9563585171281088
14,5,22,190,190,Geringswalde,9326,30.05,4158,2025,2133,138,0.0,2.0,1260.9763957730029,110.3,12.903355,51.076992,-108,0.9493670886075949
8,1,26,5004,60,Niedernhall,74676,17.71,4142,2093,2049,234,0.0,2.0,2398.5,109.5,9.617131,49.294782,44,1.0214738897022937
7,1,35,5005,92,Zell (Mosel),56856,44.95,4107,2039,2068,91,0.0,2.0,2174.6597033712096,109.8,7.181996,50.027298,-29,0.9859767891682786
7,1,40,5004,67,Kirchberg (Hunsrück),55481,18.05,4107,2038,2069,228,0.0,2.0,2318.6597033712096,109.8,7.383443,49.92535,-31,0.9850169163847269
13,0,71,5158,115,Penzlin,17217,115.56,4094,2032,2062,35,0.0,2.0,1402.5,111.0,13.087659,53.505303,-30,0.98545101842871
14,5,22,350,350,Lunzenau,9328,28.33,4080,2004,2076,144,0.0,2.0,1349.2263957730029,110.3,12.754155,50.95988,-72,0.9653179190751445
6,5,31,1,1,Allendorf (Lumda),35469,22.05,4065,2068,1997,184,0.0,2.0,1896.5347033712096,109.8,8.822783,50.677705,71,1.0355533299949924
13,0,74,5459,17,Dassow,23942,66.96,4038,2026,2012,60,0.0,2.0,2523.5,111.0,11.045858,53.970527,14,1.0069582504970178
15,0,89,5052,165,Güsten,39439,36.17,4038,1971,2067,112,0.0,2.0,1886.079749694436,110.7,11.605461,51.794501,-96,0.95355587808418
13,0,72,74,74,Neubukow,18233,25.14,4037,1982,2055,161,0.0,2.0,1513.4697651355164,111.0,11.673184,54.032344,-73,0.9644768856447689
13,0,76,5664,128,Sternberg,19406,67.69,4023,1961,2062,59,0.0,2.0,1296.5,111.0,11.951301,53.663979,-101,0.9510184287099903
6,4,31,18,18,Neckarsteinach,69239,17.24,4016,2012,2004,233,0.0,2.0,2356.4097033712096,109.8,8.839114,49.40797,8,1.003992015968064
9,4,71,5401,115,Baunach,96148,32.14,4015,2006,2009,125,0.0,2.0,2623.0,110.5,10.850053,49.988184,-3,0.9985067197610752
13,0,74,5457,57,Neukloster,23992,27.51,4014,2024,1990,146,0.0,2.0,1459.9697651355164,111.0,11.737231,53.911906,34,1.0170854271356784
13,0,72,5262,105,Tessin,18195,24.51,4012,1968,2044,164,0.0,2.0,1800.0,111.0,12.357532,53.98997,-76,0.9628180039138943
9,5,77,5534,125,Ellingen,91792,31.25,3991,1961,2030,128,0.0,2.0,2312.528072733723,110.5,10.967915,49.060787,-69,0.9660098522167487
9,6,75,5618,147,Marktbreit,97340,20.16,3986,2065,1921,198,0.0,2.0,2285.5,110.5,10.144126,49.668679,144,1.0749609578344612
3,2,56,5409,14,Hoya,27318,8.45,3972,1912,2060,470,0.0,2.0,2215.08638033193,110.0,9.149399,52.844913,-148,0.9281553398058252
9,5,77,158,158,Pappenheim,91788,64.32,3969,1999,1970,62,0.0,2.0,1944.0,110.5,10.974589,48.934776,29,1.0147208121827411
6,6,35,12,12,Gemünden (Wohra),35285,58.65,3961,1971,1990,68,0.0,1.0,1712.2922793215403,109.8,8.969926,50.971221,-19,0.9904522613065326
14,5,24,5135,290,Waldenburg,8396,25.06,3938,1949,1989,157,0.0,2.0,2572.0,110.3,12.536763,50.892077,-40,0.9798893916540975
9,6,76,112,112,Amorbach,63916,50.9,3933,1913,2020,77,0.0,2.0,2001.153072733723,110.5,9.21813,49.644565,-107,0.947029702970297
9,4,73,165,165,Seßlach,96145,72.53,3908,1985,1923,54,0.0,2.0,1822.5,110.5,10.84159,50.188751,62,1.032241289651586
13,0,71,5155,99,Mirow,17252,158.28,3887,1880,2007,25,0.0,2.0,1195.7197651355164,111.0,12.815475,53.274554,-127,0.9367214748380668
14,5,21,670,670,Wolkenstein,9429,30.51,3837,1901,1936,126,0.0,2.0,1492.3513957730029,110.3,13.067596,50.65634,-35,0.9819214876033058
7,2,32,5007,123,Speicher,54662,15.36,3836,1928,1908,250,0.0,2.0,1726.5,109.8,6.662445,49.953427,20,1.0104821802935011
14,7,29,360,360,Regis-Breitingen,4565,26.37,3796,1868,1928,144,0.0,2.0,1263.9763957730029,110.3,12.434362,51.087869,-60,0.9688796680497925
14,5,21,320,320,Johanngeorgenstadt,8349,29.59,3783,1829,1954,128,0.0,2.0,1304.9763957730029,110.3,12.721689,50.429487,-125,0.936028659160696
7,3,32,5001,9,Deidesheim,67146,26.54,3772,1814,1958,142,0.0,2.0,3990.5,109.8,8.186692,49.409358,-144,0.9264555669050051
12,0,66,5607,272,Ruhland,1945,37.22,3770,1837,1933,101,0.0,2.0,1414.642249694436,110.7,13.769359,51.416001,-96,0.950336264873254
8,3,25,5004,51,Schiltach,77761,34.21,3764,1863,1901,110,0.0,2.0,2071.0,109.5,8.342344,48.290209,-38,0.9800105207785376
14,7,29,400,400,Trebsen/Mulde,4687,35.05,3762,1866,1896,107,0.0,2.0,1245.9763957730029,110.3,12.754884,51.289139,-30,0.9841772151898734
14,6,26,5203,10,Bad Muskau / Mužakow,2953,15.38,3759,1847,1912,244,0.0,2.0,1087.9138957730029,110.3,14.721746,51.545194,-65,0.9660041841004184
8,1,28,5003,47,Grünsfeld,97947,44.72,3759,1893,1866,84,0.0,2.0,2009.5,109.5,9.744701,49.607521,27,1.0144694533762058
14,5,23,5120,260,Netzschkau,8491,12.51,3756,1817,1939,300,0.0,2.0,1360.6638957730029,110.3,12.251439,50.582281,-122,0.9370809695719443
16,0,68,5005,64,Kindelbrück,99638,57.84,3747,1890,1857,65,0.0,2.0,1136.0,110.9,11.154924,51.247609,33,1.0177705977382876
14,5,23,100,100,Elsterberg,7985,25.1,3738,1797,1941,149,0.0,2.0,1221.6638957730029,110.3,12.169477,50.608182,-144,0.9258114374034003
8,3,26,68,68,Vöhrenbach,78147,70.47,3698,1880,1818,52,0.0,2.0,2220.0,109.5,8.304492,48.045545,62,1.034103410341034
6,6,33,2,2,Bad Karlshafen,34385,14.85,3695,1836,1859,249,0.0,2.0,1921.7222033712096,109.8,9.453624,51.643844,-23,0.9876277568585261
9,1,82,132,132,Tegernsee,83684,22.74,3693,1752,1941,162,0.0,2.0,10488.0,110.5,11.757111,47.70869,-189,0.9026275115919629
14,6,27,270,270,Strehla,1616,30.28,3680,1775,1905,122,0.0,2.0,1197.6013957730029,110.3,13.225692,51.352691,-130,0.931758530183727
3,2,55,5409,13,Eschershausen,37632,23.92,3644,1804,1840,152,0.0,2.0,919.0,110.0,9.778045,51.875883,-36,0.9804347826086957
14,5,23,40,40,Bad Elster,8645,19.77,3644,1729,1915,184,0.0,2.0,1233.7888957730029,110.3,12.238262,50.282643,-186,0.9028720626631854
16,0,72,19,19,Steinach,96523,26.35,3641,1796,1845,138,0.0,2.0,2306.5689266551562,110.9,11.158066,50.432443,-49,0.9734417344173442
16,0,68,58,58,Weißensee,99631,55.33,3633,1782,1851,66,0.0,2.0,1362.5,110.9,11.067924,51.195862,-69,0.9627228525121556
16,0,75,5011,116,Triptis,7819,33.15,3632,1809,1823,110,0.0,2.0,1314.6939266551562,110.9,11.797266,50.739567,-14,0.9923203510696654
14,6,26,530,530,Seifhennersdorf,2782,19.12,3628,1775,1853,190,0.0,2.0,771.5,110.3,14.618954,50.933623,-78,0.9579060982191041
8,3,27,5001,36,Mühlheim an der Donau,78570,21.74,3627,1771,1856,167,0.0,2.0,2464.0196879301366,109.5,8.888573,48.023075,-85,0.9542025862068966
9,6,74,164,164,Königsberg i.Bay.,97486,61.88,3624,1806,1818,59,0.0,2.0,2342.778072733723,110.5,10.569258,50.080997,-12,0.9933993399339934
13,0,74,5458,65,Rehna,19217,44.59,3605,1790,1815,81,0.0,2.0,2463.0,111.0,10.935979,53.758146,-25,0.9862258953168044
15,0,83,5054,245,Gröningen,39397,59.73,3573,1762,1811,60,0.0,2.0,1040.0,110.7,11.219229,51.936468,-49,0.9729431253451132
1,0,51,5178,127,Wesselburen,25764,5.13,3564,1712,1852,695,0.0,2.0,2848.931349449769,109.4,8.941082,54.157516,-140,0.9244060475161987
14,5,24,310,310,Wildenfels,8134,20.68,3556,1789,1767,172,0.0,2.0,1355.1013957730029,110.3,12.584707,50.6286,22,1.0124504810413129
